1.0 0.13471293449401855
1.0 0.575829267501831
1.0 0.8104104995727539
1.0 0.9296779632568359
1.0 1.3403658866882324
1.0 1.5525939464569092
0.86 1.8490564823150635
0.88 1.9328818321228027
0.89 1.9974045753479004
0.9 2.0851263999938965
0.91 2.297731876373291
0.92 2.544088840484619
0.92 3.038086414337158
0.86 3.2168989181518555
0.87 3.3494129180908203
0.88 3.540121078491211
0.88 3.7993781566619873
0.89 3.9050538539886475
0.84 4.05314564704895
0.8 4.178405046463013
0.76 4.281520366668701
0.77 4.640214681625366
0.78 4.687699794769287
0.79 4.96631121635437
0.8 5.569232940673828
0.81 6.082590103149414
0.81 6.298186779022217
0.82 6.538503408432007
0.83 7.074247598648071
0.83 7.187197685241699
0.84 7.315720558166504
0.84 7.733885288238525
0.85 7.957882404327393
0.82 7.979982614517212
0.83 8.113570928573608
0.83 8.269377946853638
0.84 8.335129499435425
0.84 8.940471649169922
0.85 9.154171466827393
0.85 9.38983416557312
0.83 9.51372241973877
0.83 9.734055757522583
0.84 10.142928123474121
0.84 10.33842921257019
0.84 10.433309316635132
0.85 10.762402772903442
0.85 10.836446046829224
0.85 10.915009021759033
0.86 11.099291563034058
0.86 11.222287893295288
0.86 11.370579242706299
0.87 11.455678701400757
0.87 11.506261825561523
0.87 11.823925495147705
0.87 11.964744567871094
0.88 12.188554048538208
0.88 12.577926635742188
0.88 12.966861963272095
0.88 13.231760025024414
0.88 13.66022515296936
0.89 13.753852367401123
0.89 13.84049391746521
0.89 13.876796007156372
0.89 14.092129945755005
0.88 14.225024223327637
0.88 14.757256031036377
0.87 15.132914543151855
0.87 15.240208864212036
0.87 15.543436288833618
0.87 15.63322401046753
0.87 16.05878186225891
0.86 16.211212158203125
0.86 16.352821588516235
0.85 16.42756462097168
0.85 16.594276666641235
0.86 16.777000427246094
0.86 16.931174278259277
0.86 17.06312847137451
0.86 17.408085346221924
0.86 17.54126763343811
0.85 17.72206735610962
0.84 17.913467168807983
0.84 18.109212160110474
0.85 18.25822114944458
0.85 18.33604335784912
0.85 18.48367428779602
0.85 19.008092880249023
0.84 19.388891220092773
0.83 19.686315774917603
0.83 19.79947805404663
0.84 19.929531574249268
0.83 20.035236835479736
0.83 20.15478754043579
0.83 20.29248309135437
0.82 20.710309743881226
0.81 21.374634504318237
0.81 21.457379817962646
0.82 21.522395610809326
0.82 21.625715255737305
0.82 21.67172408103943
0.82 22.24818253517151
0.82 22.436976432800293
0.82 22.569027423858643
0.82 22.756503105163574
0.82 22.852555513381958
0.82 22.992765426635742
0.82 23.194319009780884
0.82 23.48473358154297
0.83 23.594459772109985
0.82 23.95644974708557
0.82 24.215176105499268
0.81 24.659135341644287
0.81 24.889333248138428
0.82 25.091635942459106
0.82 25.249983310699463
0.82 25.466707944869995
0.81 25.779011726379395
0.81 27.246726751327515
0.82 27.35633659362793
0.82 28.508697986602783
0.82 28.656410932540894
0.82 29.15802788734436
0.81 29.345253705978394
0.81 29.459601402282715
0.81 29.70017385482788
0.8 30.21696925163269
0.8 30.265862226486206
0.8 30.37710165977478
0.8 30.53708291053772
0.8 31.076476335525513
0.8 31.229724407196045
0.8 31.499314546585083
0.8 31.685195922851562
0.8 31.903949737548828
0.79 32.119831562042236
0.79 32.15848922729492
0.8 32.239975690841675
0.8 32.37025237083435
0.79 32.60083079338074
0.79 32.826387882232666
0.79 32.952449798583984
0.78 33.058985233306885
0.78 33.17439913749695
0.78 33.519784688949585
0.78 34.741873025894165
0.78 34.85747528076172
0.78 35.39942216873169
0.78 37.30401420593262
0.79 37.40187478065491
0.78 37.46949744224548
0.78 37.576120376586914
0.78 37.722034215927124
0.78 37.827847957611084
0.78 37.93498110771179
0.78 38.22609901428223
0.78 38.3633131980896
0.78 38.48556089401245
0.78 38.65342450141907
0.78 38.69646978378296
0.78 39.309728145599365
0.78 39.552409648895264
0.78 40.39652991294861
0.78 40.62337565422058
0.78 40.72738265991211
0.78 40.861716508865356
0.78 40.913671016693115
0.78 41.012964725494385
0.79 41.25362300872803
0.79 41.495949268341064
0.78 41.77425694465637
0.78 41.96994590759277
0.78 42.08809518814087
0.78 42.27683472633362
0.78 42.41901445388794
0.78 44.01731300354004
0.78 44.50633096694946
0.79 44.60008454322815
0.79 44.64280652999878
0.78 44.81937646865845
0.78 44.90794539451599
0.78 45.064491271972656
0.78 45.2200403213501
0.78 45.48405909538269
0.78 45.49720573425293
0.77 45.656508922576904
0.77 46.009440660476685
0.78 46.07184982299805
0.78 46.90301990509033
0.78 47.51943874359131
0.78 48.274574518203735
0.77 48.39601445198059
0.77 48.47564888000488
0.77 49.07934284210205
0.77 49.185837745666504
0.77 50.20810842514038
0.77 50.44170117378235
0.77 50.537657737731934
0.77 50.66954779624939
0.77 50.778074979782104
0.77 50.872456550598145
0.77 51.37555503845215
0.77 52.27174258232117
0.77 52.52691888809204
0.77 52.704455852508545
0.77 53.03335738182068
0.76 53.13996434211731
0.76 53.34198975563049
0.76 54.267393350601196
0.77 54.59230899810791
0.76 54.67501091957092
0.76 54.73060655593872
0.75 54.886967182159424
0.75 54.99586749076843
0.75 55.111162424087524
0.75 55.34704542160034
0.75 55.47268033027649
0.75 56.055970430374146
0.75 56.23291373252869
0.75 56.46313452720642
0.75 57.399569272994995
0.75 57.51963448524475
0.75 57.62927484512329
0.75 57.78539681434631
0.75 57.85118889808655
0.75 58.01479387283325
0.74 58.01911282539368
0.74 58.10509514808655
0.74 58.27896451950073
0.74 58.47951912879944
0.74 58.58612847328186
0.74 58.71509075164795
0.74 58.75703287124634
0.74 58.82691812515259
0.74 59.092071771621704
0.74 59.258405447006226
0.74 59.36023473739624
0.74 59.47994637489319
0.74 59.540321588516235
0.74 59.7079873085022
0.74 59.90319204330444
0.74 60.136967420578
0.74 60.20667314529419
0.74 60.34747290611267
0.73 60.69143843650818
0.73 60.7779381275177
0.74 60.90467715263367
0.74 61.20184016227722
0.73 61.21665358543396
0.73 61.422181129455566
0.74 61.55726385116577
0.74 63.245070457458496
0.74 64.06341338157654
0.74 64.24938583374023
0.74 64.31115198135376
0.74 64.44307541847229
0.74 64.6479377746582
0.74 64.94846177101135
0.74 65.14191031455994
0.74 65.24664258956909
0.74 65.42316436767578
0.74 65.54490947723389
0.74 65.59170794487
0.74 65.63387393951416
0.73 65.79210162162781
0.74 65.86242818832397
0.74 66.18361163139343
0.73 66.56912755966187
0.74 66.7745156288147
0.74 66.97853517532349
0.74 67.26081395149231
0.73 67.63945293426514
0.73 67.76439166069031
0.73 68.10057663917542
0.73 68.15814781188965
0.72 68.22080063819885
0.72 68.23674178123474
0.72 68.36410737037659
0.72 68.52833533287048
0.72 68.71986675262451
0.72 68.83045220375061
0.73 68.9705228805542
0.73 69.25156998634338
0.73 69.35670685768127
0.73 70.04032492637634
0.73 70.19285821914673
0.73 70.26638555526733
0.73 70.50914669036865
0.73 71.08950448036194
0.73 71.22663855552673
0.73 71.32168889045715
0.73 71.36208033561707
0.73 71.58233451843262
0.73 71.73956561088562
0.73 71.92514991760254
0.73 71.95283627510071
0.73 72.11189246177673
0.73 72.18106842041016
0.73 72.28814601898193
0.73 72.51373624801636
0.73 72.70173215866089
0.72 72.81045007705688
0.73 72.99455618858337
0.73 73.07261443138123
0.73 74.80520009994507
0.72 75.11563920974731
0.73 75.19758653640747
0.72 75.31675910949707
0.72 75.48843169212341
0.72 75.54049277305603
0.72 75.80314707756042
0.72 75.95974087715149
0.72 77.62070488929749
0.72 77.80243802070618
0.72 77.95080757141113
0.72 78.18318486213684
0.72 78.28068351745605
0.72 78.50793170928955
0.72 78.68140029907227
0.72 78.99223899841309
0.72 79.475252866745
0.72 79.52556920051575
0.72 79.72859787940979
0.72 79.75641369819641
0.72 79.81410765647888
0.72 79.93273997306824
0.72 79.97912502288818
0.72 80.03210091590881
